Name 	Score	 Formula 	 Mode(new) 	 Mode(old) 	 Identifiers 
energy-momentum relation	0	v=\sum a_{i}v_{i}=\sum b_{i}v_{i}\text{ where }(a_{i})\neq(b_{i}). (Linear_combination.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a''], ''speed of light'': [''v''], ''mass'': [''i'', ''a'']}'
energy-momentum relation	0	c_{i}:=a_{i}-b_{i} (Linear_combination.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''i'', ''a'']}'
energy-momentum relation	0	s=v_{0}t+\frac{1}{2}at^{2} (List_of_equations_in_classical_mechanics.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a''], ''speed of light'': [''v''], ''mass'': [''a'']}'
energy-momentum relation	0	s=vt-\frac{1}{2}at^{2} (List_of_equations_in_classical_mechanics.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a''], ''speed of light'': [''v''], ''mass'': [''a'']}'
energy-momentum relation	0	c=\log_{b}a (List_of_logarithmic_identities.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\log_{b}(a+c)=\log_{b}a+\log_{b}\left(1+\frac{c}{a}\right) (List_of_logarithmic_identities.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\log_{b}(a-c)=\log_{b}a+\log_{b}\left(1-\frac{c}{a}\right) (List_of_logarithmic_identities.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	E_{\mathrm{rest}}=(m_{\mathrm{rest}})c^{2}\! (Mass.html)	8	3	'{''energy'': [''E''], ''momentum'': [''c''], ''speed of light'': [''c''], ''mass'': [''m'']}'
energy-momentum relation	2	E^{2}=p^{2}c^{2}+m^{2}c^{4}\; (Tachyon.html)	8	3	'{''energy'': [''E''], ''momentum'': [''c'', ''p''], ''speed of light'': [''c''], ''mass'': [''m'']}'
energy-momentum relation	0	E=\frac{mc^{2}}{\sqrt{1-\frac{v^{2}}{c^{2}}}}. (Tachyon.html)	8	3	'{''energy'': [''E''], ''momentum'': [''c''], ''speed of light'': [''c'', ''v''], ''mass'': [''m'']}'
energy-momentum relation	0	x=\frac{-b\pm\sqrt{b^{2}-4ac}}{2a} (MathML.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	f^{\prime}(c)=\frac{f(b)-f(a)}{b-a}. (Mean_value_theorem.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	0=f^{\prime}(c)=\frac{f(b)-f(a)}{b-a}. (Mean_value_theorem.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	a^{\prime}=\frac{dv^{\prime}}{dt}=a\,. (Momentum.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a''], ''speed of light'': [''v''], ''mass'': [''a'']}'
energy-momentum relation	0	a=J/Mc (Naked_singularity.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''M'', ''a'']}'
energy-momentum relation	0	\ (a,b)(c,d)=(ac-d^{*}b,da+bc^{*}) (Octonion.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	f_{a}=f_{b}=f_{c}=f (Optical_aberration.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	y=a\left(-\frac{b}{2a}\right)^{2}+b\left(-\frac{b}{2a}\right)+c (Parabola.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	D=(b^{2}-4ac) (Parabola.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	y=a\left(\frac{1-b}{2a}\right)^{2}+b\left(\frac{1-b}{2a}\right)+c (Parabola.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	Fehler:533	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	D=b^{2}-4ac. (Parabola.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	'a^{2}x^{2}+c=y^{2}, (Pell''s_equation.html)'	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	2	E^{2}=p^{2}c^{2}+m^{2}c^{4}. (Photon.html)	8	3	'{''energy'': [''E''], ''momentum'': [''c'', ''p''], ''speed of light'': [''c''], ''mass'': [''m'']}'
energy-momentum relation	0	B_{\mathrm{m}}=\frac{1}{\mathrm{c}}E_{\mathrm{m}} (Poynting_vector.html)	8	3	'{''energy'': [''E''], ''momentum'': [''c''], ''speed of light'': [''c''], ''mass'': [''m'']}'
energy-momentum relation	0	P\left(E^{c}\right)=P(\Omega\setminus E)=1-P(E) (Probability_axioms.html)	8	3	'{''energy'': [''E''], ''momentum'': [''c''], ''speed of light'': [''c''], ''mass'': [''P'']}'
energy-momentum relation	0	\det X=c^{2}-a^{2}-b^{2}\, (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	c^{2}=a^{2}+b^{2}=(a+bi)\overline{(a+bi)}=(a+bi)(a-bi). (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''i'', ''a'']}'
energy-momentum relation	0	a^{4}+b^{4}+c^{4}+d^{4}=(a+b+c+d)^{4} (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	(a^{2}+ab+b^{2})^{2}+(c^{2}+cd+d^{2})^{2}=((a+b)^{2}+(a+b)(c+d)+(c+d)^{2})^{2} (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	a,b,c,d=-2634,955,1770,5400 (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	a,b,c,d=-31764,7590,27385,48150 (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	a^{2}+b^{2}=c^{2}+d^{2} (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	(a^{2}-b^{2})(a^{2}+b^{2})=(c^{2}-d^{2})(c^{2}+d^{2}) (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	a^{4}-b^{4}=c^{4}-d^{4} (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	a,b,c,d=133,59,158,134 (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	2(a^{4}+b^{4}+c^{4}+d^{4})=(a^{2}+b^{2}+c^{2}+d^{2})^{2} (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	(2ab)^{2}+(2cd)^{2}=(a^{2}+b^{2}-c^{2}-d^{2})^{2} (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	(2ac)^{2}+(2bd)^{2}=(a^{2}-b^{2}+c^{2}-d^{2})^{2} (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	(2ad)^{2}+(2bc)^{2}=(a^{2}-b^{2}-c^{2}+d^{2})^{2} (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	a,b,c,d=3,5,8,14 (Pythagorean_triple.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\left(x+\frac{b}{2a}\right)^{2}=\frac{b^{2}-4ac}{4a^{2}}. (Quadratic_formula.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	x=\frac{-b\pm\sqrt{b^{2}-4ac\ }}{2a}. (Quadratic_formula.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	ax^{2}+bx+c=0. (Quadratic_formula.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	ax^{2}+bx+c=a\left(x+\frac{b}{2a}\right)^{2}. (Quadratic_equation.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	x=\frac{\sqrt{4ac+b^{2}}-b}{2a}. (Quadratic_formula.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	ax/c=y (Quadratic_equation.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	x^{2}+(b/a)x+c/a=0. (Quadratic_equation.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	x_{2}=\frac{c}{a\ x_{1}}\approx-\frac{c}{b}. (Quadratic_equation.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	ax^{2}+bx\pm c=0, (Quadratic_equation.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\log a=0.6192290,\log b=0.9618637,\log c=1.0576927 (Quadratic_equation.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	x^{2}+\frac{b}{a}x+\frac{c}{a}=0. (Quadratic_formula.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	x^{2}+\frac{b}{a}x=-\frac{c}{a}. (Quadratic_formula.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\left(x+\frac{b}{2a}\right)^{2}=-\frac{c}{a}+\frac{b^{2}}{4a^{2}} (Quadratic_formula.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	x+\frac{b}{2a}=\pm\frac{\sqrt{b^{2}-4ac\ }}{2a}. (Quadratic_formula.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	y=\pm\frac{\sqrt{b^{2}-4ac}}{2a} (Quadratic_formula.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	r_{1}=\frac{-b+\sqrt{b^{2}-4ac}}{2a} (Quadratic_formula.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	r_{2}=\frac{-b-\sqrt{b^{2}-4ac}}{2a} (Quadratic_formula.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	r_{1}=\frac{-b-\sqrt{b^{2}-4ac}}{2a} (Quadratic_formula.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	r_{2}=\frac{-b+\sqrt{b^{2}-4ac}}{2a}. (Quadratic_formula.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	x=\frac{-b\pm\sqrt{b^{2}-4ac}}{2a}. (Quadratic_formula.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	a^{2}-b^{2}-c^{2}-d^{2}=-1, (Quaternion.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	1	E=mc^{2}=pc (Radiation_pressure.html)	8	3	'{''energy'': [''E''], ''momentum'': [''c'', ''p''], ''speed of light'': [''c''], ''mass'': [''m'']}'
energy-momentum relation	0	t[A]=\{(a,v):(a,v)\in t,a\in A\} (Relational_model.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a''], ''speed of light'': [''v''], ''mass'': [''a'']}'
energy-momentum relation	0	f=\frac{ab}{c}. (Right_triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	r=\frac{a+b-c}{2}=\frac{ab}{a+b+c}. (Right_triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\displaystyle(s-a)(s-b)=s(s-c) (Right_triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\displaystyle a^{2}+b^{2}+c^{2}=8R^{2}. (Right_triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\displaystyle r_{a}+r_{b}+r_{c}+r=a+b+c (Right_triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\displaystyle r_{a}^{2}+r_{b}^{2}+r_{c}^{2}+r^{2}=a^{2}+b^{2}+c^{2} (Right_triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\displaystyle r=\frac{r_{a}r_{b}}{r_{c}} (Right_triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\displaystyle h=\frac{ab}{c} (Right_triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	m_{a}^{2}+m_{b}^{2}=5m_{c}^{2}=\frac{5}{4}c^{2}. (Right_triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''m'', ''a'']}'
energy-momentum relation	0	a+b+c=r+r_{a}+r_{b}+r_{c}. (Right_triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	4c^{4}+9a^{2}b^{2}=16m_{a}^{2}m_{b}^{2}. (Right_triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''m'', ''a'']}'
energy-momentum relation	0	\lim_{n\to\infty}ca_{n}=c\lim_{n\to\infty}a_{n} (Sequence.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	E_{\mathrm{rest}}=mc^{2}. (Special_relativity.html)	8	3	'{''energy'': [''E''], ''momentum'': [''c''], ''speed of light'': [''c''], ''mass'': [''m'']}'
energy-momentum relation	0	f(∞)=a/c (Steiner_system.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	'\oint_{c_{i}}\omega=a_{i}, (Stokes''_theorem.html)'	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''i'', ''a'']}'
energy-momentum relation	0	s=\tfrac{a+b+c}{2} (Triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	T=\frac{1}{4}\sqrt{(a^{2}+b^{2}+c^{2})^{2}-2(a^{4}+b^{4}+c^{4})} (Triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	T=\frac{1}{4}\sqrt{2(a^{2}b^{2}+a^{2}c^{2}+b^{2}c^{2})-(a^{4}+b^{4}+c^{4})} (Triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	T=\frac{1}{4}\sqrt{(a+b-c)(a-b+c)(-a+b+c)(a+b+c)}. (Triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\frac{3}{4}(a^{2}+b^{2}+c^{2})=m_{a}^{2}+m_{b}^{2}+m_{c}^{2} (Triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''m'', ''a'']}'
energy-momentum relation	0	R=\sqrt{\frac{a^{2}b^{2}c^{2}}{(a+b+c)(-a+b+c)(a-b+c)(a+b-c)}}; (Triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	r=\sqrt{\frac{(-a+b+c)(a-b+c)(a+b-c)}{4(a+b+c)}}; (Triangle.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	s=\frac{a+b+c}{2} (Trigonometric_functions.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	v(t)=\frac{at}{\sqrt{1+\left(\frac{at}{c}\right)^{2}}}. (Twin_paradox.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c'', ''v''], ''mass'': [''a'']}'
energy-momentum relation	0	V=a\ T_{a}/\sqrt{1+(a\ T_{a}/c)^{2}} (Twin_paradox.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	a\ T_{a}=V/\sqrt{1-V^{2}/c^{2}} (Twin_paradox.html)	8	3	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	2	E^{2}=m^{2}c^{2}+p^{2}c^{4} (astro-ph0212190.tei)	12	4	'[''E'', ''p'', ''c'', ''m'']'
energy-momentum relation	2	E=\sqrt{p^{2}c^{2}-m^{2}c^{4}} (astro-ph0409064.tei)	12	4	'[''E'', ''p'', ''c'', ''m'']'
energy-momentum relation	0	a,b,c\ldots=0,1,2,3 (astro-ph0002434.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	W_{a}=\frac{\phi_{a}}{\sqrt{-\phi_{c}\phi^{{\dagger}c}}}, (astro-ph0002434.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\theta^{c}_{a}=\phi^{,c}\phi_{,a}\,, (astro-ph0004410.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\theta_{ab}\theta^{bc}=0 (astro-ph0004410.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	c_{\rm a}^{2}=\rho_{\rm mag}/\rho (astro-ph0007352.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	a=662kpc (astro-ph0010475.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a'', ''c'', ''p''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	a=1633kpc (astro-ph0010475.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a'', ''c'', ''p''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	E_{e}=m_{e}c^{2} (astro-ph0010591.tei)	7	6	'{''energy'': [''E''], ''momentum'': [''c''], ''speed of light'': [''c''], ''mass'': [''m'']}'
energy-momentum relation	0	\sigma_{c}al=0.23 (astro-ph0102144.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\frac{G}{c^{4}}={\rm const}\cdot a^{-2}, (astro-ph0105245.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	\theta_{vac}=0 (astro-ph0202505.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c'', ''v''], ''mass'': [''a'']}'
energy-momentum relation	0	\bar{M}=a(b\,c)^{-3}M (astro-ph0203274.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''M'', ''a'']}'
energy-momentum relation	0	a=M\,(b\,c)^{3} (astro-ph0203274.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''M'', ''a'']}'
energy-momentum relation	0	\gamma v=\gamma_{*}v_{*}\exp{\frac{1}{2}\left[1-\frac{a_{*}}{a}\right]}\,. (astro-ph0206287.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a''], ''speed of light'': [''v''], ''mass'': [''a'']}'
energy-momentum relation	0	n_{c}(z)=n_{0}a_{0}^{3} (astro-ph0206488.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	{\partial\delta\over\partial t}+{1\over a}\nabla\cdot(1+\delta)\vec{v}=0. (astro-ph0207347.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a''], ''speed of light'': [''v''], ''mass'': [''a'']}'
energy-momentum relation	0	(k_{a}/(a^{2}u^{2}),v/u)=(-1,0) (astro-ph0209223.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a''], ''speed of light'': [''v''], ''mass'': [''a'', ''u'']}'
energy-momentum relation	0	(k_{a}/(a^{2}u^{2}),v/u)= (astro-ph0209223.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a''], ''speed of light'': [''v''], ''mass'': [''a'', ''u'']}'
energy-momentum relation	0	k_{c}=7.0a_{0}H_{0} (astro-ph0209242.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a'', ''c''], ''speed of light'': [''c''], ''mass'': [''a'']}'
energy-momentum relation	0	v_{a}^{2}=\mu/4\lambda (astro-ph0210042.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a''], ''speed of light'': [''v''], ''mass'': [''a'']}'
energy-momentum relation	2	E^{2}=m^{2}c^{2}+p^{2}c^{4} (astro-ph0212190.tei)	7	6	'{''energy'': [''E''], ''momentum'': [''c'', ''p''], ''speed of light'': [''c''], ''mass'': [''m'']}'
energy-momentum relation	0	2v=(a_{1}+a_{2})x+(a_{1}-a_{2})t. (astro-ph0304524.tei)	7	6	'{''energy'': [''a''], ''momentum'': [''a''], ''speed of light'': [''v''], ''mass'': [''a'']}'
